Timestamp,Event
2024-10-12 12:05:27,Monitoring started
2024-10-12 12:05:28,Process: System Idle Process (PID: 0) started at 1970-01-01 05:30:00
2024-10-12 12:05:28,Process: System (PID: 4) started at 1970-01-01 05:30:00
2024-10-12 12:05:28,Process:  (PID: 140) started at 2024-10-10 13:48:55
2024-10-12 12:05:28,Process: Registry (PID: 176) started at 2024-10-10 13:48:55
2024-10-12 12:05:28,Process: HPSystemEventUtilityHost.exe (PID: 248) started at 2024-10-12 11:22:57
2024-10-12 12:05:28,Process: smss.exe (PID: 572) started at 2024-10-10 13:48:57
2024-10-12 12:05:28,Process: svchost.exe (PID: 684) started at 2024-10-10 13:50:55
2024-10-12 12:05:28,Process: svchost.exe (PID: 964) started at 2024-10-12 11:59:40
2024-10-12 12:05:28,Process: csrss.exe (PID: 992) started at 2024-10-10 13:49:05
2024-10-12 12:05:28,Process: wininit.exe (PID: 1096) started at 2024-10-10 13:49:07
2024-10-12 12:05:28,Process: services.exe (PID: 1236) started at 2024-10-10 13:49:07
2024-10-12 12:05:28,Process: LsaIso.exe (PID: 1244) started at 2024-10-10 13:49:07
2024-10-12 12:05:28,Process: lsass.exe (PID: 1272) started at 2024-10-10 13:49:07
2024-10-12 12:05:28,Process: dllhost.exe (PID: 1332) started at 2024-10-12 11:22:23
2024-10-12 12:05:28,Process: msedge.exe (PID: 1384) started at 2024-10-12 11:24:56
2024-10-12 12:05:28,Process: svchost.exe (PID: 1400) started at 2024-10-10 13:49:07
2024-10-12 12:05:28,Process: msedge.exe (PID: 1412) started at 2024-10-12 11:30:04
2024-10-12 12:05:28,Process: fontdrvhost.exe (PID: 1436) started at 2024-10-10 13:49:07
2024-10-12 12:05:28,Process: svchost.exe (PID: 1540) started at 2024-10-10 13:49:07
2024-10-12 12:05:28,Process: svchost.exe (PID: 1584) started at 2024-10-10 13:49:07
2024-10-12 12:05:28,Process: svchost.exe (PID: 1672) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 1680) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: atieclxx.exe (PID: 1736) started at 2024-10-12 00:58:11
2024-10-12 12:05:28,Process: svchost.exe (PID: 1752) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 1760) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 1764) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 1772) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 1900) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 1924) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 2016) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 2024) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 2036) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 2108) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 2120) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 2128) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 2212) started at 2024-10-10 13:49:08
2024-10-12 12:05:28,Process: svchost.exe (PID: 2244) started at 2024-10-10 13:51:11
2024-10-12 12:05:28,Process: msedge.exe (PID: 2268) started at 2024-10-12 11:43:13
